marketing_score,competition_index,customer_satisfaction,purchasing_power_index,store_traffic,jPhone_Pro_revenue,Kaggle_Pixel_5_revenue,Planet_SX_revenue,date,year,month,day,day_of_week,week_of_year,is_weekend,weather_condition_Bad,weather_condition_Good,5g_phase_Early-5G,5g_phase_Mature-5G,5g_phase_Mid-5G,5g_phase_Pre-5G,public_transport_Good,public_transport_Hub,public_transport_Poor
85.53,21.71,70.34,88.97,0.52,90594.65,36826.53,22236.5,2021-12-19,2021,12,19,6,50,1,True,False,False,False,True,False,False,True,False
85.67,22.17,70.34,89.06,0.06,75307.86,38611.07,20241.66,2021-12-20,2021,12,20,0,51,0,False,False,False,False,True,False,True,False,False
85.82,22.63,70.35,89.14,-0.34,62880.13,32851.82,16351.17,2021-12-21,2021,12,21,1,51,0,False,False,False,False,True,False,False,True,False
85.96,23.1,70.35,89.23,-0.35,82192.0,32701.47,20566.95,2021-12-22,2021,12,22,2,51,0,True,False,False,False,True,False,False,False,False
86.1,23.57,70.35,89.31,0.29,74678.62,34870.31,17566.74,2021-12-23,2021,12,23,3,51,0,True,False,False,False,True,False,False,False,False
86.24,24.04,70.35,89.4,0.11,93132.0,37039.15,18127.95,2021-12-24,2021,12,24,4,51,0,False,False,False,False,True,False,False,True,False
86.38,24.5,70.36,89.48,0.84,96607.69,43651.33,24079.2,2021-12-25,2021,12,25,5,51,1,False,False,False,False,True,False,False,True,False
86.53,24.96,70.36,89.57,-0.16,100400.42,48406.99,25535.4,2021-12-26,2021,12,26,6,51,1,False,False,False,False,True,False,False,False,True
86.67,25.41,70.36,89.66,-0.13,66456.47,35654.22,17374.94,2021-12-27,2021,12,27,0,52,0,True,False,False,False,True,False,False,True,False
86.81,25.85,70.36,89.74,0.08,76908.44,40133.62,18203.29,2021-12-28,2021,12,28,1,52,0,False,False,False,False,True,False,False,False,False
86.96,26.275,70.36,89.83,-0.9,78624.61,39268.1,18726.1,2021-12-29,2021,12,29,2,52,0,False,False,False,False,True,False,True,False,False
87.1,26.7,70.37,89.91,0.53,81716.45,42798.08,23890.32,2021-12-30,2021,12,30,3,52,0,False,False,False,False,True,False,False,False,False
87.25,27.09,70.37,90.0,-0.44,92412.42,38856.74,17832.57,2021-12-31,2021,12,31,4,52,0,False,False,False,False,True,False,False,True,False
87.39,27.47,70.37,90.09,-0.65,103073.77,49509.78,19702.32,2022-01-01,2022,1,1,5,52,1,False,False,False,False,True,False,False,True,False
87.54,27.83,70.37,90.175,0.68,104844.12,41863.82,28888.52,2022-01-02,2022,1,2,6,52,1,True,False,False,False,True,False,False,True,False
87.68,28.17,70.38,90.26,-1.0,66517.86,32388.79,15767.12,2022-01-03,2022,1,3,0,1,0,True,False,False,False,True,False,False,True,False
87.83,28.49,70.38,90.34,-0.04,90185.74,32226.3,23206.11,2022-01-04,2022,1,4,1,1,0,True,False,False,False,True,False,False,False,False
87.97,28.77,70.38,90.43,0.49,92749.68,35872.23,19143.13,2022-01-05,2022,1,5,2,1,0,True,False,False,False,True,False,False,True,False
88.11,29.04,70.38,90.52,-0.47,83127.02,37022.51,16710.75,2022-01-06,2022,1,6,3,1,0,False,False,False,False,True,False,True,False,False
88.26,29.27,70.38,90.6,-0.39,67521.33,46550.22,21097.1,2022-01-07,2022,1,7,4,1,0,True,False,False,False,True,False,True,False,False
88.4,29.48,70.39,90.69,-0.32,93650.81,43115.27,24257.6,2022-01-08,2022,1,8,5,1,1,False,False,False,False,True,False,False,True,False
88.55,29.65,70.39,90.77,-0.62,99293.97,47316.04,23335.18,2022-01-09,2022,1,9,6,1,1,False,False,False,False,True,False,False,True,False
88.69,29.8,70.39,90.86,0.42,95031.9,34312.93,18938.76,2022-01-10,2022,1,10,0,2,0,False,False,False,False,True,False,False,True,False
88.83,29.91,70.39,90.94,0.31,90769.83,35660.32,20715.33,2022-01-11,2022,1,11,1,2,0,True,False,False,False,True,False,False,True,False
88.98,29.99,70.39,91.03,-0.01,86507.76000000001,42523.0,17913.23,2022-01-12,2022,1,12,2,2,0,False,False,False,False,True,False,False,True,False
89.12,30.04,70.4,91.11,-0.33,82245.69,34995.88,19653.76,2022-01-13,2022,1,13,3,2,0,True,False,False,False,True,False,True,False,False
89.26,30.06,70.4,91.19,-0.08,82020.95,38252.34,20888.13,2022-01-14,2022,1,14,4,2,0,True,False,False,False,True,False,False,False,False
89.4,30.025,70.4,91.28,0.64,106070.08,42919.44,31215.56,2022-01-15,2022,1,15,5,2,1,False,False,False,False,True,False,False,False,True
89.55,29.99,70.4,91.36,0.7,103564.89,40754.345,24913.64,2022-01-16,2022,1,16,6,2,1,True,False,False,False,True,False,False,False,False
89.69,29.895,70.41,91.44,-0.73,84534.55,38589.25,19711.69,2022-01-17,2022,1,17,0,3,0,True,False,False,False,True,False,False,False,True
89.83,29.8,70.41,91.52,-0.63,84467.72,41948.24,17383.51,2022-01-18,2022,1,18,1,3,0,True,False,False,False,True,False,False,True,False
89.97,29.65,70.41,91.61,0.56,95751.61,49079.91,17693.39,2022-01-19,2022,1,19,2,3,0,False,False,False,False,True,False,False,False,False
90.11,29.48,70.41,91.69,0.33,97258.79,48109.35,20090.92,2022-01-20,2022,1,20,3,3,0,False,False,False,False,True,False,True,False,False
90.25,29.27,70.41,91.77,0.65,99336.83,45777.55,22198.51,2022-01-21,2022,1,21,4,3,0,False,False,False,False,True,False,False,True,False
90.38,29.04,70.42,91.85,0.15,103830.52,48030.98,35406.98,2022-01-22,2022,1,22,5,3,1,False,False,False,False,True,False,True,False,False
90.52,28.77,70.42,91.93,-0.16,106576.55,48722.19,26288.26,2022-01-23,2022,1,23,6,3,1,False,False,False,False,True,False,False,False,False
90.66,28.49,70.42,92.01,-0.34,107186.32,44302.04,23306.67,2022-01-24,2022,1,24,0,4,0,False,False,False,False,True,False,False,True,False
90.79,28.17,70.42,92.09,0.14,72646.4,43088.25,23143.3,2022-01-25,2022,1,25,1,4,0,True,False,False,False,True,False,False,True,False
90.93,27.83,70.43,92.16,0.41,97612.13,40851.14,25945.66,2022-01-26,2022,1,26,2,4,0,False,False,False,False,True,False,False,True,False
91.06,27.47,70.43,92.24,0.59,88760.29,44220.59,21619.16,2022-01-27,2022,1,27,3,4,0,False,False,False,False,True,False,False,True,False
91.19,27.09,70.43,92.32,-0.25,93108.94,42411.01,22605.07,2022-01-28,2022,1,28,4,4,0,False,False,False,False,True,False,False,True,False
91.32,26.7,70.43,92.39,0.06,117813.13,59728.55,24032.2,2022-01-29,2022,1,29,5,4,1,False,False,False,False,True,False,False,False,True
91.45,26.28,70.43,92.47,0.32,130963.33,48503.18,27701.37,2022-01-30,2022,1,30,6,4,1,False,False,False,False,True,False,False,True,False
91.58,25.85,70.44,92.54,1.03,94408.05,41869.64,19836.16,2022-01-31,2022,1,31,0,5,0,False,False,False,False,True,False,False,False,False
91.71,25.41,70.44,92.62,1.08,80473.37,44419.26,22785.63,2022-02-01,2022,2,1,1,5,0,False,False,False,False,True,False,False,True,False
91.84,24.96,70.44,92.69,-0.14,85786.44,51727.45,22254.34,2022-02-02,2022,2,2,2,5,0,False,False,False,False,True,False,False,True,False
91.97,24.5,70.44,92.76,-0.48,107063.5,37784.46,26311.91,2022-02-03,2022,2,3,3,5,0,False,False,False,False,True,False,True,False,False
92.09,24.04,70.45,92.83,1.14,104606.28,40597.14,27738.88,2022-02-04,2022,2,4,4,5,0,False,False,False,False,True,False,False,False,True
92.21,23.57,70.45,92.9,0.06,106908.03,58319.98,30097.76,2022-02-05,2022,2,5,5,5,1,False,False,False,False,True,False,False,True,False
92.34,23.1,70.45,92.97,-0.39,126681.01,53904.74,23976.43,2022-02-06,2022,2,6,6,5,1,False,False,False,False,True,False,True,False,False
92.46,22.63,70.45,93.04,0.84,91022.9,43255.25,22716.14,2022-02-07,2022,2,7,0,6,0,False,False,False,False,True,False,True,False,False
92.58,22.17,70.45,93.11,-0.17,90345.29,42044.15,20086.08,2022-02-08,2022,2,8,1,6,0,False,False,False,False,True,False,True,False,False
92.7,21.71,70.46,93.18,0.88,143538.95,49099.58,26419.86,2022-02-09,2022,2,9,2,6,0,True,False,False,False,True,False,False,False,True
92.81,21.25,70.46,93.24,0.45,147266.64,41212.52,20530.82,2022-02-10,2022,2,10,3,6,0,True,False,False,False,True,False,False,True,False
92.93,20.81,70.46,93.31,-0.03,100722.5,52369.83,24853.01,2022-02-11,2022,2,11,4,6,0,False,False,False,False,True,False,True,False,False
93.04,20.38,70.46,93.37,0.4,103169.565,53895.48,27622.56,2022-02-12,2022,2,12,5,6,1,False,False,False,False,True,False,False,True,False
93.15,19.97,70.46,93.44,-0.08,105616.63,53520.16,29376.32,2022-02-13,2022,2,13,6,6,1,False,False,False,False,True,False,False,False,True
93.27,19.57,70.47,93.5,0.24,100017.59,37007.76,26394.19,2022-02-14,2022,2,14,0,7,0,True,False,False,False,True,False,True,False,False
93.37,19.19,70.47,93.56,-0.26,84562.79,47402.21,24742.53,2022-02-15,2022,2,15,1,7,0,True,False,False,False,True,False,False,True,False
93.48,18.83,70.47,93.62,0.08,212003.43,50518.28,28598.12,2022-02-16,2022,2,16,2,7,0,False,False,False,False,True,False,False,True,False
93.59,18.5,70.47,93.68,-0.54,186440.53,43265.31,25666.37,2022-02-17,2022,2,17,3,7,0,False,False,False,False,True,False,True,False,False
93.69,18.18,70.48,93.73,0.12,213003.42,45002.6,33587.32,2022-02-18,2022,2,18,4,7,0,False,False,False,False,True,False,True,False,False
93.8,17.89,70.48,93.79,0.48,230127.83,53521.89,28709.39,2022-02-19,2022,2,19,5,7,1,False,False,False,False,True,False,False,False,False
93.9,17.63,70.48,93.85,-0.68,145836.57,46025.06,26073.77,2022-02-20,2022,2,20,6,7,1,True,False,False,False,True,False,True,False,False
94.0,17.39,70.48,93.9,0.09,96006.22,38528.23,23438.15,2022-02-21,2022,2,21,0,8,0,False,False,False,False,True,False,True,False,False
94.09,17.19,70.48,93.95,0.32,91314.85,47038.99,26392.63,2022-02-22,2022,2,22,1,8,0,False,False,False,False,True,False,False,True,False
94.19,17.01,70.49,94.01,-0.18,79937.95,51931.96,23629.56,2022-02-23,2022,2,23,2,8,0,True,False,False,False,True,False,False,False,False
94.28,16.87,70.49,94.06,-0.64,90751.59,46627.48,20145.64,2022-02-24,2022,2,24,3,8,0,True,False,False,False,True,False,True,False,False
94.38,16.75,70.49,94.11,0.95,103587.23,57995.27,26692.31,2022-02-25,2022,2,25,4,8,0,False,False,False,False,True,False,False,True,False
94.47,16.67,70.49,94.16,-0.2,118530.21,57149.05,31932.52,2022-02-26,2022,2,26,5,8,1,False,False,False,False,True,False,True,False,False
94.56,16.62,70.5,94.2,0.19,133473.19,59910.73,31603.855,2022-02-27,2022,2,27,6,8,1,True,False,False,False,True,False,False,True,False
94.64,16.61,70.5,94.25,0.19,109085.04,56778.69,31275.19,2022-02-28,2022,2,28,0,9,0,True,False,False,False,True,False,False,True,False
94.73,16.62,70.5,94.29,0.59,109789.81,51518.38,25824.05,2022-03-01,2022,3,1,1,9,0,False,False,False,False,True,False,True,False,False
94.81,16.67,70.5,94.34,-0.32,100539.6,54029.23,26356.56,2022-03-02,2022,3,2,2,9,0,False,False,False,False,True,False,True,False,False
94.89,16.75,70.5,94.38,0.67,104887.675,46333.85,25504.59,2022-03-03,2022,3,3,3,9,0,False,False,False,False,True,False,True,False,False
94.97,16.87,70.51,94.42,-0.53,109235.75,46200.01,20228.07,2022-03-04,2022,3,4,4,9,0,False,True,False,False,True,False,True,False,False
95.04,17.01,70.51,94.46,-0.21,137097.33,56580.68,18293.18,2022-03-05,2022,3,5,5,9,1,False,True,False,False,True,False,False,True,False
95.12,17.19,70.51,94.5,-0.47,135756.14,50382.84,29575.51,2022-03-06,2022,3,6,6,9,1,False,True,False,False,True,False,True,False,False
95.19,17.39,70.51,94.54,0.81,148212.48,49843.83,26169.84,2022-03-07,2022,3,7,0,10,0,False,False,False,False,True,False,False,False,True
95.26,17.63,70.52,94.57,-0.12,126100.95,50845.86,23346.63,2022-03-08,2022,3,8,1,10,0,False,True,False,False,True,False,False,True,False
95.33,17.89,70.52,94.6,0.08,149252.06,56538.28,29837.73,2022-03-09,2022,3,9,2,10,0,False,True,False,False,True,False,False,False,False
95.4,18.18,70.52,94.64,0.17,104012.71,53374.09,29072.38,2022-03-10,2022,3,10,3,10,0,False,True,False,False,True,False,False,False,True
95.46,18.5,70.52,94.67,0.99,137891.87,59363.4,28778.41,2022-03-11,2022,3,11,4,10,0,False,False,False,False,True,False,False,False,False
95.52,18.83,70.52,94.7,0.29,136285.28,57886.12,29708.645,2022-03-12,2022,3,12,5,10,1,False,True,False,False,True,False,True,False,False
95.58,19.19,70.53,94.73,0.55,130997.09,66459.71,30638.88,2022-03-13,2022,3,13,6,10,1,False,False,False,False,True,False,True,False,False
95.64,19.57,70.53,94.76,1.01,99720.25,44211.95,23559.37,2022-03-14,2022,3,14,0,11,0,False,False,False,False,True,False,False,False,True
95.69,19.97,70.53,94.78,0.39,99577.76,55691.96,26791.12,2022-03-15,2022,3,15,1,11,0,False,True,False,False,True,False,False,True,False
95.75,20.38,70.53,94.81,-0.34,105022.89,54696.52,28343.6,2022-03-16,2022,3,16,2,11,0,False,True,False,False,True,False,False,False,True
95.8,20.81,70.54,94.83,0.04,106571.8,57666.05,27424.83,2022-03-17,2022,3,17,3,11,0,False,True,False,False,True,False,True,False,False
95.85,21.25,70.54,94.85,-0.39,93979.03,53694.74,29843.43,2022-03-18,2022,3,18,4,11,0,False,False,False,False,True,False,False,True,False
95.89,21.71,70.54,94.87,-0.15,122650.09,56674.49,31359.32,2022-03-19,2022,3,19,5,11,1,False,True,False,False,True,False,False,False,False
95.94,22.17,70.54,94.89,0.08,126435.28,57824.95,26490.77,2022-03-20,2022,3,20,6,11,1,False,False,False,False,True,False,False,False,True
95.98,22.63,70.545,94.91,-0.07,99188.27,44411.81,25654.06,2022-03-21,2022,3,21,0,12,0,False,False,False,False,True,False,False,False,False
96.02,23.1,70.55,94.92,-0.21,103822.29,56954.35,31801.97,2022-03-22,2022,3,22,1,12,0,False,True,False,False,True,False,False,True,False
96.05,23.57,70.55,94.94,-0.35,113382.72,48830.3,30956.175000000003,2022-03-23,2022,3,23,2,12,0,False,True,False,False,True,False,False,False,False
96.085,24.04,70.55,94.95,0.17,114057.54,49366.96,30110.38,2022-03-24,2022,3,24,3,12,0,False,False,False,False,True,False,False,False,False
96.12,24.5,70.55,94.96,0.31,106993.12,55110.52,31518.9,2022-03-25,2022,3,25,4,12,0,False,False,False,False,True,False,False,True,False
96.15,24.96,70.55,94.97,0.01,99463.15,54702.36,28234.11,2022-03-26,2022,3,26,5,12,1,False,True,False,False,True,False,False,True,False
96.18,25.41,70.56,94.98,0.41,100594.94,69019.19,36872.79,2022-03-27,2022,3,27,6,12,1,False,True,False,False,True,False,False,False,True
96.2,25.85,70.56,94.99,-0.28,138885.19,47118.83,27964.92,2022-03-28,2022,3,28,0,13,0,False,False,False,False,True,False,False,False,True
96.23,26.28,70.56,94.99,-0.97,148161.07,56741.41,25436.61,2022-03-29,2022,3,29,1,13,0,False,True,False,False,True,False,False,False,True
96.25,26.7,70.56,95.0,1.2,111941.22,56316.63,24383.88,2022-03-30,2022,3,30,2,13,0,False,True,False,False,True,False,True,False,False
96.26,27.09,70.57,95.0,-0.23,125708.77,50583.4,25299.16,2022-03-31,2022,3,31,3,13,0,False,True,False,False,True,False,False,True,False
96.28,27.47,70.57,95.0,1.45,114032.73,52388.0,20948.11,2022-04-01,2022,4,1,4,13,0,False,True,False,False,True,False,False,True,False
96.29,27.83,70.57,95.0,0.69,141604.0,57020.89,27766.535,2022-04-02,2022,4,2,5,13,1,False,True,False,False,True,False,False,True,False
96.31,28.17,70.57,95.0,0.05,145162.01,61653.78,34584.96,2022-04-03,2022,4,3,6,13,1,False,True,False,False,True,False,False,True,False
96.31,28.49,70.57,94.99,-0.32,108435.48,61088.104,30713.93,2022-04-04,2022,4,4,0,14,0,False,True,False,False,True,False,True,False,False
96.32,28.77,70.58,94.99,-0.3,110328.97,60522.428,35154.7,2022-04-05,2022,4,5,1,14,0,False,False,False,False,True,False,False,True,False
96.32,29.04,70.58,94.98,1.12,125234.59,59956.752,30014.13,2022-04-06,2022,4,6,2,14,0,False,True,False,False,True,False,True,False,False
96.33,29.27,70.58,94.98,0.84,133142.2,59391.076,30584.42,2022-04-07,2022,4,7,3,14,0,False,False,False,False,True,False,True,False,False
96.33,29.48,70.58,94.97,-0.12,127299.5,58825.4,33092.31,2022-04-08,2022,4,8,4,14,0,False,True,False,False,True,False,False,True,False
96.32,29.65,70.59,94.96,0.19,117400.43,61583.51,33887.06,2022-04-09,2022,4,9,5,14,1,False,False,False,False,True,False,True,False,False
96.32,29.8,70.59,94.94,0.33,142770.2,59958.98,27588.2,2022-04-10,2022,4,10,6,14,1,False,False,False,False,True,False,False,True,False
96.31,29.91,70.59,94.93,0.92,64874.17,55290.61,28084.54,2022-04-11,2022,4,11,0,15,0,False,True,False,False,True,False,False,False,True
96.3,29.99,70.59,94.91,0.09,64792.39,55757.81,30350.67,2022-04-12,2022,4,12,1,15,0,False,False,False,False,True,False,False,True,False
96.29,30.04,70.59,94.9,0.7,72740.8,58206.1,29142.31,2022-04-13,2022,4,13,2,15,0,False,True,False,False,True,False,True,False,False
96.27,30.06,70.6,94.88,0.25,78085.76,62323.61,27774.33,2022-04-14,2022,4,14,3,15,0,False,False,False,False,True,False,True,False,False
96.26,30.04,70.6,94.86,0.9,112039.32,55079.93,24971.24,2022-04-15,2022,4,15,4,15,0,False,True,False,False,True,False,False,True,False
96.24,29.99,70.6,94.84,0.92,144311.07,77182.43,37379.02,2022-04-16,2022,4,16,5,15,1,False,False,False,False,True,False,False,True,False
96.21,29.91,70.6,94.82,-0.08,130662.01,66647.01,34228.4,2022-04-17,2022,4,17,6,15,1,False,True,False,False,True,False,False,True,False
96.19,29.8,70.61,94.79,0.44,119249.4,59123.83,27760.6,2022-04-18,2022,4,18,0,16,0,False,True,False,False,True,False,False,True,False
96.16,29.65,70.61,94.77,0.62,117819.94,60488.15,28486.24,2022-04-19,2022,4,19,1,16,0,False,True,False,False,True,False,False,False,True
96.13,29.48,70.61,94.74,0.13,104558.67,50345.47,29962.92,2022-04-20,2022,4,20,2,16,0,False,False,False,False,True,False,False,True,False
96.1,29.27,70.61,94.71,-0.03,107900.21,48010.64,38294.37,2022-04-21,2022,4,21,3,16,0,False,False,False,False,True,False,False,True,False
96.07,29.04,70.61,94.68,0.27,135274.28,57354.74,29158.65,2022-04-22,2022,4,22,4,16,0,False,False,False,False,True,False,False,False,False
96.03,28.77,70.62,94.65,0.84,132286.04,74362.07,36418.52,2022-04-23,2022,4,23,5,16,1,False,True,False,False,True,False,False,False,False
96.0,28.49,70.62,94.62,0.48,130547.58,58628.845,31017.53,2022-04-24,2022,4,24,6,16,1,False,True,False,False,True,False,False,False,False
95.96,28.17,70.62,94.59,0.6,100874.53,42895.62,27959.95,2022-04-25,2022,4,25,0,17,0,False,False,False,False,True,False,False,False,False
95.91,27.83,70.62,94.55,-0.0,83371.09,53455.02,33749.21,2022-04-26,2022,4,26,1,17,0,False,False,False,False,True,False,False,False,False
95.87,27.47,70.62,94.52,-0.6,113964.88,60458.78,28311.94,2022-04-27,2022,4,27,2,17,0,False,True,False,False,True,False,True,False,False
95.82,27.09,70.63,94.48,0.18,140182.94,64282.02333333333,30709.94,2022-04-28,2022,4,28,3,17,0,False,True,False,False,True,False,False,True,False
95.78,26.685,70.63,94.44,0.19,127015.07,68105.26666666666,32529.88,2022-04-29,2022,4,29,4,17,0,False,True,False,False,True,False,False,False,True
95.72,26.28,70.63,94.4,-0.08,128998.97,71928.51,33131.56,2022-04-30,2022,4,30,5,17,1,False,True,False,False,True,False,False,False,True
95.67,25.85,70.63,94.36,0.79,157495.16,69714.98,33733.24,2022-05-01,2022,5,1,6,17,1,False,True,False,True,False,False,True,False,False
95.62,25.41,70.64,94.32,0.46,131409.35,58879.63,30802.92,2022-05-02,2022,5,2,0,18,0,False,True,False,True,False,False,False,True,False
95.56,24.96,70.64,94.27,0.16,109543.33,57797.27,32481.61,2022-05-03,2022,5,3,1,18,0,False,True,False,True,False,False,False,False,True
95.5,24.5,70.64,94.23,0.35,135198.93,62688.78,34160.3,2022-05-04,2022,5,4,2,18,0,False,False,False,True,False,False,False,True,False
95.44,24.04,70.64,94.18,0.27,135328.68,49326.91,33046.63,2022-05-05,2022,5,5,3,18,0,False,False,False,True,False,False,False,True,False
95.37,23.57,70.64,94.13,-0.0,102307.84,63699.51,30297.46,2022-05-06,2022,5,6,4,18,0,False,True,False,True,False,False,True,False,False
95.31,23.1,70.65,94.08,0.91,151860.46,54971.37,29926.68,2022-05-07,2022,5,7,5,18,1,False,True,False,True,False,False,True,False,False
95.24,22.63,70.65,94.03,0.3,142451.26,54558.11,31203.43,2022-05-08,2022,5,8,6,18,1,False,True,False,True,False,False,True,False,False
95.17,22.17,70.65,93.98,0.73,135562.44,55532.47,27154.86,2022-05-09,2022,5,9,0,19,0,False,True,False,True,False,False,False,True,False
95.1,21.71,70.65,93.93,-0.05,118361.0,51353.57,27551.98,2022-05-10,2022,5,10,1,19,0,False,False,False,True,False,False,False,False,True
95.03,21.25,70.66,93.87,0.6,100050.1,61275.67,31110.96,2022-05-11,2022,5,11,2,19,0,False,False,False,True,False,False,False,False,True
94.95,20.81,70.66,93.82,-0.0,139434.4,67634.76,30512.53,2022-05-12,2022,5,12,3,19,0,False,True,False,True,False,False,False,True,False
94.87,20.38,70.66,93.76,0.28,140128.36,54533.57,31110.41,2022-05-13,2022,5,13,4,19,0,False,True,False,True,False,False,False,False,True
94.8,19.97,70.66,93.71,1.74,133563.47,69850.76,43116.97,2022-05-14,2022,5,14,5,19,1,False,True,False,True,False,False,False,True,False
94.71,19.57,70.66,93.65,1.225,133490.83,71294.31,34019.21,2022-05-15,2022,5,15,6,19,1,False,True,False,True,False,False,False,True,False
94.63,19.19,70.67,93.59,0.71,127189.3,62898.53,27965.66,2022-05-16,2022,5,16,0,20,0,False,True,False,True,False,False,False,True,False
94.55,18.83,70.67,93.53,-0.48,100181.27,46559.46,25383.56,2022-05-17,2022,5,17,1,20,0,False,False,False,True,False,False,False,False,True
94.46,18.5,70.67,93.47,0.82,124881.92,66132.01,29628.54,2022-05-18,2022,5,18,2,20,0,False,True,False,True,False,False,False,True,False
94.37,18.18,70.67,93.4,0.2,145095.78,59750.38,32701.22,2022-05-19,2022,5,19,3,20,0,False,True,False,True,False,False,False,True,False
94.28,17.89,70.68,93.34,0.09,138295.52,62039.08,30823.34,2022-05-20,2022,5,20,4,20,0,False,True,False,True,False,False,False,True,False
94.19,17.63,70.68,93.28,-0.57,118106.52,76739.23,41406.18,2022-05-21,2022,5,21,5,20,1,False,False,False,True,False,False,False,True,False
94.1,17.39,70.68,93.21,0.15,130981.23,64918.45,35747.09,2022-05-22,2022,5,22,6,20,1,False,False,False,True,False,False,True,False,False
94.0,17.19,70.68,93.14,0.42,119177.07,52220.5,29573.04,2022-05-23,2022,5,23,0,21,0,False,True,False,True,False,False,False,False,True
93.91,17.01,70.68,93.08,-0.19,112115.34,65317.63,26841.16,2022-05-24,2022,5,24,1,21,0,False,True,False,True,False,False,False,False,True
93.81,16.87,70.69,93.01,-0.27,102111.55,85483.06,31197.08,2022-05-25,2022,5,25,2,21,0,False,False,False,True,False,False,False,True,False
93.71,16.75,70.69,92.94,0.11,120361.38,67211.61,34784.97,2022-05-26,2022,5,26,3,21,0,False,True,False,True,False,False,False,True,False
93.61,16.67,70.69,92.87,-0.63,125279.18,71343.68,26911.94,2022-05-27,2022,5,27,4,21,0,False,False,False,True,False,False,False,True,False
93.51,16.62,70.69,92.8,0.94,113254.91,65085.62,29222.65,2022-05-28,2022,5,28,5,21,1,False,True,False,True,False,False,False,False,True
93.4,16.61,70.7,92.73,0.8999999999999999,137066.88,81858.67,30510.18,2022-05-29,2022,5,29,6,21,1,False,True,False,True,False,False,False,True,False
93.3,16.62,70.7,92.65,0.86,115028.77,52835.74,27620.15,2022-05-30,2022,5,30,0,22,0,False,True,False,True,False,False,False,True,False
93.19,16.67,70.7,92.58,0.85,98748.12,53250.09,24730.12,2022-05-31,2022,5,31,1,22,0,False,False,False,True,False,False,False,True,False
93.09,16.75,70.7,92.51,-0.39,128921.51,54551.65,28499.03,2022-06-01,2022,6,1,2,22,0,False,True,False,True,False,False,False,True,False
92.98,16.87,70.7,92.43,-0.44,122747.03,61281.97,32249.11,2022-06-02,2022,6,2,3,22,0,False,True,False,True,False,False,False,False,False
92.87,17.01,70.71,92.36,0.94,133765.53,66332.11,33058.93,2022-06-03,2022,6,3,4,22,0,False,True,False,True,False,False,False,True,False
92.75,17.19,70.71,92.28,0.33,131374.63,63681.355,41537.09,2022-06-04,2022,6,4,5,22,1,False,False,False,True,False,False,False,False,False
92.64,17.39,70.71,92.2,0.55,129285.76,61030.6,37691.52,2022-06-05,2022,6,5,6,22,1,False,True,False,True,False,False,False,False,False
92.53,17.63,70.71,92.13,0.47,119798.29,53273.66,28132.44,2022-06-06,2022,6,6,0,23,0,False,True,False,True,False,False,False,False,False
92.41,17.89,70.71,92.05,0.17,122911.22,62849.86,26259.38,2022-06-07,2022,6,7,1,23,0,False,True,False,True,False,False,True,False,False
92.3,18.18,70.72,91.97,0.44,100512.51,61466.23,28326.18,2022-06-08,2022,6,8,2,23,0,False,True,False,True,False,False,False,True,False
92.18,18.5,70.72,91.89,0.89,121438.94,65197.57,29602.7,2022-06-09,2022,6,9,3,23,0,False,True,False,True,False,False,False,False,True
92.06,18.83,70.72,91.81,0.91,139863.67,55170.72,29384.14,2022-06-10,2022,6,10,4,23,0,False,True,False,True,False,False,False,True,False
91.94,19.19,70.72,91.73,-0.07,141059.31,60473.205,32229.59,2022-06-11,2022,6,11,5,23,1,False,True,False,True,False,False,False,False,True
91.82,19.57,70.73,91.65,0.47,124734.85,65775.69,34585.05,2022-06-12,2022,6,12,6,23,1,False,True,False,True,False,False,False,False,False
91.7,19.97,70.73,91.57,0.12,106357.73,50425.44,28010.84,2022-06-13,2022,6,13,0,24,0,False,True,False,True,False,False,False,False,False
91.58,20.38,70.73,91.48,0.08,109647.59,45311.94,27742.66,2022-06-14,2022,6,14,1,24,0,False,True,False,True,False,False,True,False,False
91.46,20.81,70.73,91.4,-0.09,117737.73,52876.64,31054.37,2022-06-15,2022,6,15,2,24,0,False,True,False,True,False,False,False,False,True
91.33,21.25,70.73,91.32,-0.14,125827.87,49879.2,28897.84,2022-06-16,2022,6,16,3,24,0,False,True,False,True,False,False,False,False,False
91.21,21.71,70.74,91.24,0.04,121414.63,50062.93,30720.75,2022-06-17,2022,6,17,4,24,0,False,True,False,True,False,False,False,False,True
91.09,22.17,70.74,91.15,0.96,121510.44,52883.03,27043.47,2022-06-18,2022,6,18,5,24,1,False,False,False,True,False,False,True,False,False
90.96,22.63,70.74,91.07,-0.19,128488.43,55600.79,30513.81,2022-06-19,2022,6,19,6,24,1,False,True,False,True,False,False,False,False,False
90.83,23.1,70.74,90.98,0.34,103381.85,47242.42,28833.675000000003,2022-06-20,2022,6,20,0,25,0,False,False,False,True,False,False,False,True,False
90.71,23.57,70.75,90.9,1.15,91356.15,50474.93,27153.54,2022-06-21,2022,6,21,1,25,0,False,True,False,True,False,False,False,True,False
90.58,24.04,70.75,90.81,0.96,98955.91,67603.94,26458.9,2022-06-22,2022,6,22,2,25,0,False,True,False,True,False,False,False,True,False
90.45,24.5,70.75,90.73,-0.0449999999999999,109357.42,51517.67,25119.65,2022-06-23,2022,6,23,3,25,0,False,True,False,True,False,False,False,False,False
