marketing_score,competition_index,customer_satisfaction,purchasing_power_index,weather_condition,tech_event,5g_phase,store_traffic,public_transport,city,jPhone_Pro_revenue,Kaggle_Pixel_5_revenue,Planet_SX_revenue,date
94.73,16.62,70.5,94.29,Moderate,,Mid-5G,0.59,Good,Marseille,109789.81,51518.38,25824.05,2022-03-01
94.81,16.67,70.5,94.34,Moderate,,Mid-5G,-0.32,Good,Marseille,100539.6,54029.23,26356.56,2022-03-02
94.89,16.75,70.5,94.38,Moderate,,Mid-5G,0.67,Good,Marseille,104887.675,46333.85,25504.59,2022-03-03
94.97,16.87,70.51,94.42,Good,,Mid-5G,-0.53,Good,Marseille,109235.75,46200.01,20228.07,2022-03-04
95.04,17.01,70.51,94.46,Good,,Mid-5G,-0.21,Hub,Marseille,137097.33,56580.68,18293.18,2022-03-05
95.12,17.19,70.51,94.5,Good,,Mid-5G,-0.47,Good,Marseille,135756.14,50382.84,29575.51,2022-03-06
95.19,17.39,70.51,94.54,Moderate,,Mid-5G,0.81,Poor,Marseille,148212.48,49843.83,26169.84,2022-03-07
95.26,17.63,70.52,94.57,Good,,Mid-5G,-0.12,Hub,Marseille,126100.95,50845.86,23346.63,2022-03-08
95.33,17.89,70.52,94.6,Good,,Mid-5G,0.08,Limited,Marseille,149252.06,56538.28,29837.73,2022-03-09
95.4,18.18,70.52,94.64,Good,,Mid-5G,0.17,Poor,Marseille,104012.71,53374.09,29072.38,2022-03-10
95.46,18.5,70.52,94.67,Moderate,,Mid-5G,0.99,Limited,Marseille,137891.87,59363.4,28778.41,2022-03-11
95.52,18.83,70.52,94.7,Good,,Mid-5G,0.29,Good,Marseille,136285.28,57886.12,29708.645,2022-03-12
95.58,19.19,70.53,94.73,Moderate,,Mid-5G,0.55,Good,Marseille,130997.09,66459.71,30638.88,2022-03-13
95.64,19.57,70.53,94.76,Moderate,,Mid-5G,1.01,Poor,Marseille,99720.25,44211.95,23559.37,2022-03-14
95.69,19.97,70.53,94.78,Good,,Mid-5G,0.39,Hub,Marseille,99577.76,55691.96,26791.12,2022-03-15
95.75,20.38,70.53,94.81,Good,,Mid-5G,-0.34,Poor,Marseille,105022.89,54696.52,28343.6,2022-03-16
95.8,20.81,70.54,94.83,Good,,Mid-5G,0.04,Good,Marseille,106571.8,57666.05,27424.83,2022-03-17
95.85,21.25,70.54,94.85,Moderate,,Mid-5G,-0.39,Hub,Marseille,93979.03,53694.74,29843.43,2022-03-18
95.89,21.71,70.54,94.87,Good,,Mid-5G,-0.15,Limited,Marseille,122650.09,56674.49,31359.32,2022-03-19
95.94,22.17,70.54,94.89,Moderate,,Mid-5G,0.08,Poor,Marseille,126435.28,57824.95,26490.77,2022-03-20
95.98,22.63,70.545,94.91,Moderate,,Mid-5G,-0.07,Limited,Marseille,99188.27,44411.81,25654.06,2022-03-21
96.02,23.1,70.55,94.92,Good,,Mid-5G,-0.21,Hub,Marseille,103822.29,56954.35,31801.97,2022-03-22
96.05,23.57,70.55,94.94,Good,,Mid-5G,-0.35,Limited,Marseille,113382.72,48830.3,30956.175000000003,2022-03-23
96.08500000000001,24.04,70.55,94.95,Moderate,,Mid-5G,0.17,Limited,Marseille,114057.54,49366.96,30110.38,2022-03-24
96.12,24.5,70.55,94.96,Moderate,,Mid-5G,0.31,Hub,Marseille,106993.12,55110.52,31518.9,2022-03-25
96.15,24.96,70.55,94.97,Good,,Mid-5G,0.01,Hub,Marseille,99463.15,54702.36,28234.11,2022-03-26
96.18,25.41,70.56,94.98,Good,,Mid-5G,0.41,Poor,Marseille,100594.94,69019.19,36872.79,2022-03-27
96.2,25.85,70.56,94.99,Moderate,,Mid-5G,-0.28,Poor,Marseille,138885.19,47118.83,27964.92,2022-03-28
96.23,26.28,70.56,94.99,Good,,Mid-5G,-0.97,Poor,Marseille,148161.07,56741.41,25436.61,2022-03-29
96.25,26.7,70.56,95.0,Good,,Mid-5G,1.2,Good,Marseille,111941.22,56316.63,24383.88,2022-03-30
96.26,27.09,70.57,95.0,Good,,Mid-5G,-0.23,Hub,Marseille,125708.77,50583.4,25299.16,2022-03-31
96.28,27.47,70.57,95.0,Good,,Mid-5G,1.45,Hub,Marseille,114032.73,52388.0,20948.11,2022-04-01
96.29,27.83,70.57,95.0,Good,,Mid-5G,0.69,Hub,Marseille,141604.0,57020.89,27766.535,2022-04-02
96.31,28.17,70.57,95.0,Good,,Mid-5G,0.05,Hub,Marseille,145162.01,61653.78,34584.96,2022-04-03
96.31,28.49,70.57,94.99,Good,,Mid-5G,-0.32,Good,Marseille,108435.48,61088.104,30713.93,2022-04-04
96.32,28.77,70.58,94.99,Moderate,,Mid-5G,-0.3,Hub,Marseille,110328.97,60522.428,35154.7,2022-04-05
96.32,29.04,70.58,94.98,Good,,Mid-5G,1.12,Good,Marseille,125234.59,59956.752,30014.13,2022-04-06
96.33,29.27,70.58,94.98,Moderate,,Mid-5G,0.84,Good,Marseille,133142.2,59391.076,30584.42,2022-04-07
96.33,29.48,70.58,94.97,Good,,Mid-5G,-0.12,Hub,Marseille,127299.5,58825.4,33092.31,2022-04-08
96.32,29.65,70.59,94.96,Moderate,,Mid-5G,0.19,Good,Marseille,117400.43,61583.51,33887.06,2022-04-09
96.32,29.8,70.59,94.94,Moderate,,Mid-5G,0.33,Hub,Marseille,142770.2,59958.98,27588.2,2022-04-10
96.31,29.91,70.59,94.93,Good,,Mid-5G,0.92,Poor,Marseille,64874.17,55290.61,28084.54,2022-04-11
96.3,29.99,70.59,94.91,Moderate,,Mid-5G,0.09,Hub,Marseille,64792.39,55757.81,30350.67,2022-04-12
96.29,30.04,70.59,94.9,Good,,Mid-5G,0.7,Good,Marseille,72740.8,58206.1,29142.31,2022-04-13
96.27,30.06,70.6,94.88,Moderate,,Mid-5G,0.25,Good,Marseille,78085.76,62323.61,27774.33,2022-04-14
96.26,30.04,70.6,94.86,Good,,Mid-5G,0.9,Hub,Marseille,112039.32,55079.93,24971.24,2022-04-15
96.24,29.99,70.6,94.84,Moderate,,Mid-5G,0.92,Hub,Marseille,144311.07,77182.43,37379.02,2022-04-16
96.21,29.91,70.6,94.82,Good,,Mid-5G,-0.08,Hub,Marseille,130662.01,66647.01,34228.4,2022-04-17
96.19,29.8,70.61,94.79,Good,,Mid-5G,0.44,Hub,Marseille,119249.4,59123.83,27760.6,2022-04-18
96.16,29.65,70.61,94.77,Good,,Mid-5G,0.62,Poor,Marseille,117819.94,60488.15,28486.24,2022-04-19
96.13,29.48,70.61,94.74,Moderate,,Mid-5G,0.13,Hub,Marseille,104558.67,50345.47,29962.92,2022-04-20
96.1,29.27,70.61,94.71,Moderate,,Mid-5G,-0.03,Hub,Marseille,107900.21,48010.64,38294.37,2022-04-21
96.07,29.04,70.61,94.68,Moderate,,Mid-5G,0.27,Limited,Marseille,135274.28,57354.74,29158.65,2022-04-22
96.03,28.77,70.62,94.65,Good,,Mid-5G,0.84,Limited,Marseille,132286.04,74362.07,36418.52,2022-04-23
96.0,28.49,70.62,94.62,Good,,Mid-5G,0.48,Limited,Marseille,130547.58,58628.845,31017.53,2022-04-24
95.96,28.17,70.62,94.59,Moderate,,Mid-5G,0.6,Limited,Marseille,100874.53,42895.62,27959.95,2022-04-25
95.91,27.83,70.62,94.55,Moderate,,Mid-5G,-0.0,Limited,Marseille,83371.09,53455.02,33749.21,2022-04-26
95.87,27.47,70.62,94.52,Good,,Mid-5G,-0.6,Good,Marseille,113964.88,60458.78,28311.94,2022-04-27
95.82,27.09,70.63,94.48,Good,,Mid-5G,0.18,Hub,Marseille,140182.94,64282.02333333333,30709.94,2022-04-28
95.78,26.685000000000002,70.63,94.44,Good,,Mid-5G,0.19,Poor,Marseille,127015.07,68105.26666666666,32529.88,2022-04-29
95.72,26.28,70.63,94.4,Good,,Mid-5G,-0.08,Poor,Marseille,128998.97,71928.51,33131.56,2022-04-30
95.67,25.85,70.63,94.36,Good,,Mature-5G,0.79,Good,Marseille,157495.16,69714.98,33733.24,2022-05-01
95.62,25.41,70.64,94.32,Good,,Mature-5G,0.46,Hub,Marseille,131409.35,58879.63,30802.92,2022-05-02
95.56,24.96,70.64,94.27,Good,,Mature-5G,0.16,Poor,Marseille,109543.33,57797.27,32481.61,2022-05-03
95.5,24.5,70.64,94.23,Moderate,,Mature-5G,0.35,Hub,Marseille,135198.93,62688.78,34160.3,2022-05-04
95.44,24.04,70.64,94.18,Moderate,,Mature-5G,0.27,Hub,Marseille,135328.68,49326.91,33046.63,2022-05-05
95.37,23.57,70.64,94.13,Good,,Mature-5G,-0.0,Good,Marseille,102307.84,63699.51,30297.46,2022-05-06
95.31,23.1,70.65,94.08,Good,,Mature-5G,0.91,Good,Marseille,151860.46,54971.37,29926.68,2022-05-07
95.24,22.63,70.65,94.03,Good,,Mature-5G,0.3,Good,Marseille,142451.26,54558.11,31203.43,2022-05-08
95.17,22.17,70.65,93.98,Good,,Mature-5G,0.73,Hub,Marseille,135562.44,55532.47,27154.86,2022-05-09
95.1,21.71,70.65,93.93,Moderate,,Mature-5G,-0.05,Poor,Marseille,118361.0,51353.57,27551.98,2022-05-10
95.03,21.25,70.66,93.87,Moderate,,Mature-5G,0.6,Poor,Marseille,100050.1,61275.67,31110.96,2022-05-11
94.95,20.81,70.66,93.82,Good,,Mature-5G,-0.0,Hub,Marseille,139434.4,67634.76,30512.53,2022-05-12
94.87,20.38,70.66,93.76,Good,,Mature-5G,0.28,Poor,Marseille,140128.36,54533.57,31110.41,2022-05-13
94.8,19.97,70.66,93.71,Good,,Mature-5G,1.74,Hub,Marseille,133563.47,69850.76,43116.97,2022-05-14
94.71,19.57,70.66,93.65,Good,,Mature-5G,1.225,Hub,Marseille,133490.83,71294.31,34019.21,2022-05-15
94.63,19.19,70.67,93.59,Good,,Mature-5G,0.71,Hub,Marseille,127189.3,62898.53,27965.66,2022-05-16
94.55,18.83,70.67,93.53,Moderate,,Mature-5G,-0.48,Poor,Marseille,100181.27,46559.46,25383.56,2022-05-17
94.46,18.5,70.67,93.47,Good,,Mature-5G,0.82,Hub,Marseille,124881.92,66132.01,29628.54,2022-05-18
94.37,18.18,70.67,93.4,Good,,Mature-5G,0.2,Hub,Marseille,145095.78,59750.38,32701.22,2022-05-19
94.28,17.89,70.68,93.34,Good,,Mature-5G,0.09,Hub,Marseille,138295.52,62039.08,30823.34,2022-05-20
94.19,17.63,70.68,93.28,Moderate,,Mature-5G,-0.57,Hub,Marseille,118106.52,76739.23,41406.18,2022-05-21
94.1,17.39,70.68,93.21,Moderate,,Mature-5G,0.15,Good,Marseille,130981.23,64918.45,35747.09,2022-05-22
94.0,17.19,70.68,93.14,Good,,Mature-5G,0.42,Poor,Marseille,119177.07,52220.5,29573.04,2022-05-23
93.91,17.01,70.68,93.08,Good,,Mature-5G,-0.19,Poor,Marseille,112115.34,65317.63,26841.16,2022-05-24
93.81,16.87,70.69,93.01,Moderate,,Mature-5G,-0.27,Hub,Marseille,102111.55,85483.06,31197.08,2022-05-25
93.71,16.75,70.69,92.94,Good,,Mature-5G,0.11,Hub,Marseille,120361.38,67211.61,34784.97,2022-05-26
93.61,16.67,70.69,92.87,Moderate,,Mature-5G,-0.63,Hub,Marseille,125279.18,71343.68,26911.94,2022-05-27
93.51,16.62,70.69,92.8,Good,,Mature-5G,0.94,Poor,Marseille,113254.91,65085.62,29222.65,2022-05-28
93.4,16.61,70.7,92.73,Good,,Mature-5G,0.8999999999999999,Hub,Marseille,137066.88,81858.67,30510.18,2022-05-29
93.3,16.62,70.7,92.65,Good,,Mature-5G,0.86,Hub,Marseille,115028.77,52835.74,27620.15,2022-05-30
93.19,16.67,70.7,92.58,Moderate,,Mature-5G,0.85,Hub,Marseille,98748.12,53250.09,24730.12,2022-05-31
93.09,16.75,70.7,92.51,Good,,Mature-5G,-0.39,Hub,Marseille,128921.51,54551.65,28499.03,2022-06-01
92.98,16.87,70.7,92.43,Good,,Mature-5G,-0.44,Limited,Marseille,122747.03,61281.97,32249.11,2022-06-02
92.87,17.01,70.71,92.36,Good,,Mature-5G,0.94,Hub,Marseille,133765.53,66332.11,33058.93,2022-06-03
92.75,17.19,70.71,92.28,Moderate,,Mature-5G,0.33,Limited,Marseille,131374.63,63681.354999999996,41537.09,2022-06-04
92.64,17.39,70.71,92.2,Good,,Mature-5G,0.55,Limited,Marseille,129285.76,61030.6,37691.52,2022-06-05
92.53,17.63,70.71,92.13,Good,,Mature-5G,0.47,Limited,Marseille,119798.29,53273.66,28132.44,2022-06-06
92.41,17.89,70.71,92.05,Good,,Mature-5G,0.17,Good,Marseille,122911.22,62849.86,26259.38,2022-06-07
92.3,18.18,70.72,91.97,Good,,Mature-5G,0.44,Hub,Marseille,100512.51,61466.23,28326.18,2022-06-08
92.18,18.5,70.72,91.89,Good,,Mature-5G,0.89,Poor,Marseille,121438.94,65197.57,29602.7,2022-06-09
92.06,18.83,70.72,91.81,Good,,Mature-5G,0.91,Hub,Marseille,139863.67,55170.72,29384.14,2022-06-10
91.94,19.19,70.72,91.73,Good,,Mature-5G,-0.07,Poor,Marseille,141059.31,60473.205,32229.59,2022-06-11
91.82,19.57,70.73,91.65,Good,,Mature-5G,0.47,Limited,Marseille,124734.85,65775.69,34585.05,2022-06-12
91.7,19.97,70.73,91.57,Good,,Mature-5G,0.12,Limited,Marseille,106357.73,50425.44,28010.84,2022-06-13
91.58,20.38,70.73,91.48,Good,,Mature-5G,0.08,Good,Marseille,109647.59,45311.94,27742.66,2022-06-14
91.46,20.81,70.73,91.4,Good,,Mature-5G,-0.09,Poor,Marseille,117737.73,52876.64,31054.37,2022-06-15
91.33,21.25,70.73,91.32,Good,,Mature-5G,-0.14,Limited,Marseille,125827.87,49879.2,28897.84,2022-06-16
91.21,21.71,70.74,91.24,Good,,Mature-5G,0.04,Poor,Marseille,121414.63,50062.93,30720.75,2022-06-17
91.09,22.17,70.74,91.15,Moderate,,Mature-5G,0.96,Good,Marseille,121510.44,52883.03,27043.47,2022-06-18
90.96,22.63,70.74,91.07,Good,,Mature-5G,-0.19,Limited,Marseille,128488.43,55600.79,30513.81,2022-06-19
90.83,23.1,70.74,90.98,Moderate,,Mature-5G,0.34,Hub,Marseille,103381.85,47242.42,28833.675000000003,2022-06-20
90.71,23.57,70.75,90.9,Good,,Mature-5G,1.15,Hub,Marseille,91356.15,50474.93,27153.54,2022-06-21
90.58,24.04,70.75,90.81,Good,,Mature-5G,0.96,Hub,Marseille,98955.91,67603.94,26458.9,2022-06-22
90.45,24.5,70.75,90.73,Good,,Mature-5G,-0.04499999999999993,Limited,Marseille,109357.42,51517.67,25119.65,2022-06-23
90.32,24.96,70.75,90.64,Good,,Mature-5G,-1.05,Limited,Marseille,123164.9,38466.94,27011.98,2022-06-24
90.2,25.41,70.75,90.56,Good,,Mature-5G,-0.28,Good,Marseille,110384.79,61600.78,30995.93,2022-06-25
90.07,25.845,70.76,90.47,Good,,Mature-5G,0.02,Poor,Marseille,134213.09,70598.96,27647.239999999998,2022-06-26
89.94,26.28,70.76,90.39,Good,,Mature-5G,0.2,Hub,Marseille,88725.2,57202.42,24298.55,2022-06-27
89.81,26.7,70.76,90.3,Good,,Mature-5G,-0.23,Hub,Marseille,115282.06,44292.18,18459.09,2022-06-28
89.68,27.09,70.76,90.22,Good,,Mature-5G,-0.38,Limited,Marseille,97343.44,50415.36,28774.84,2022-06-29
89.55,27.47,70.77,90.13,Moderate,,Mature-5G,-0.2,Limited,Marseille,111400.79,49036.98,23459.51,2022-06-30
89.42,27.83,70.77,90.04,Moderate,,Mature-5G,0.39,Hub,Marseille,95343.44,49327.96,26753.85,2022-07-01
89.29,28.17,70.77,89.96,Good,,Mature-5G,0.31,Hub,Marseille,110807.97,59709.18,29575.43,2022-07-02
89.16,28.49,70.77,89.87,Good,,Mature-5G,0.51,Hub,Marseille,100590.37,45923.49,27542.5,2022-07-03
89.03,28.77,70.77,89.78,Moderate,,Mature-5G,0.23,Limited,Marseille,85272.14,51795.7,22865.09,2022-07-04
88.9,29.04,70.78,89.7,Good,,Mature-5G,1.03,Hub,Marseille,96408.07,40183.95,26145.92,2022-07-05
88.77,29.27,70.78,89.61,Good,,Mature-5G,0.66,Limited,Marseille,83083.07,53646.36,24508.63,2022-07-06
88.63,29.48,70.78,89.53,Good,,Mature-5G,-0.0,Good,Marseille,98696.15,50680.54,20937.46,2022-07-07
88.5,29.65,70.78,89.44,Good,,Mature-5G,0.02,Hub,Marseille,128424.18,59168.15,22130.77,2022-07-08
88.37,29.8,70.78,89.36,Good,,Mature-5G,-0.16,Hub,Marseille,123631.19,60923.63,29568.99,2022-07-09
88.24,29.91,70.79,89.27,Good,,Mature-5G,0.48,Poor,Marseille,116829.9,54846.45,26273.815000000002,2022-07-10
88.11,29.99,70.79,89.19,Good,,Mature-5G,-0.01,Hub,Marseille,89977.53,51541.45,22978.64,2022-07-11
87.98,30.04,70.79,89.1,Good,,Mature-5G,-0.06,Limited,Marseille,103423.22,42051.2,22382.77,2022-07-12
87.85,30.06,70.79,89.02,Good,,Mature-5G,-0.19,Good,Marseille,97327.19,46152.85,28606.52,2022-07-13
87.73,30.04,70.8,88.93,Good,,Mature-5G,0.46,Hub,Marseille,112909.15,46635.67,21491.33,2022-07-14
87.6,29.99,70.8,88.85,Good,,Mature-5G,0.44,Hub,Marseille,117477.89,49645.75,25318.55,2022-07-15
87.47,29.91,70.8,88.76,Good,,Mature-5G,-0.32,Hub,Marseille,122555.33,54237.53,27977.1,2022-07-16
87.34,29.8,70.8,88.68,Good,,Mature-5G,1.26,Hub,Marseille,124025.21,48180.3,27755.96,2022-07-17
87.21,29.65,70.8,88.6,Good,,Mature-5G,-0.21,Poor,Marseille,98125.53,44724.81,26743.79,2022-07-18
87.09,29.48,70.81,88.52,Good,,Mature-5G,0.23,Poor,Marseille,92274.33,43724.1,20702.71,2022-07-19
86.96,29.27,70.81,88.43,Good,,Mature-5G,0.27,Poor,Marseille,99556.08,41353.81,23828.54,2022-07-20
86.84,29.04,70.81,88.35,Good,,Mature-5G,0.76,Hub,Marseille,107895.36,41590.35,25040.225,2022-07-21
86.71,28.77,70.81,88.27,Moderate,,Mature-5G,1.22,Poor,Marseille,97912.8,46431.16,26251.91,2022-07-22
86.59,28.49,70.82,88.19,Moderate,,Mature-5G,0.72,Hub,Marseille,93346.3,49541.755000000005,27650.55,2022-07-23
86.46,28.17,70.82,88.11,Good,,Mature-5G,0.1,Hub,Marseille,85642.26,52652.35,21023.3,2022-07-24
86.34,27.83,70.82,88.03,Good,,Mature-5G,-0.59,Good,Marseille,78934.51,32620.19,14396.05,2022-07-25
86.22,27.47,70.82,87.95,Good,,Mature-5G,1.06,Hub,Marseille,92372.56,45567.86,16696.87,2022-07-26
86.1,27.09,70.82,87.87,Good,,Mature-5G,0.48,Hub,Marseille,71705.9,42915.04,22802.83,2022-07-27
85.98,26.7,70.83,87.8,Good,,Mature-5G,-0.21,Hub,Marseille,85756.54,41341.12,23578.16,2022-07-28
85.86,26.28,70.83,87.72,Good,,Mature-5G,-1.26,Limited,Marseille,92879.91,48299.13,20226.48,2022-07-29
85.74,25.845,70.83,87.64,Good,,Mature-5G,0.01,Hub,Marseille,100003.28,47433.78,21076.68,2022-07-30
85.62,25.41,70.83,87.57,Good,,Mature-5G,0.07,Poor,Marseille,101519.24,56864.4,20111.3,2022-07-31
85.51,24.96,70.84,87.49,Good,,Mature-5G,0.39,Hub,Marseille,95409.07,36783.36,19512.47,2022-08-01
85.39,24.5,70.84,87.42,Good,,Mature-5G,0.36,Hub,Marseille,89298.9,44578.87,19865.583333333336,2022-08-02
85.28,24.04,70.84,87.35,Good,,Mature-5G,0.59,Hub,Marseille,94346.32,36767.35,20218.696666666667,2022-08-03
85.17,23.57,70.84,87.27,Good,,Mature-5G,0.08,Hub,Marseille,81463.4,43934.1,20571.81,2022-08-04
85.06,23.1,70.84,87.2,Moderate,,Mature-5G,0.64,Hub,Marseille,91732.19,40666.93,22338.84,2022-08-05
84.95,22.63,70.85,87.13,Good,,Mature-5G,0.29,Limited,Marseille,87130.04,54499.06,23043.87,2022-08-06
84.84,22.17,70.85,87.06,Good,,Mature-5G,0.99,Poor,Marseille,105855.59,43399.65,23735.27,2022-08-07
84.73,21.71,70.85,86.99,Good,,Mature-5G,-0.28,Good,Marseille,91233.89,35253.84,19556.7,2022-08-08
84.62,21.25,70.85,86.92,Good,,Mature-5G,-0.51,Hub,Marseille,82636.45,36776.96,19597.02,2022-08-09
84.52,20.81,70.86,86.86,Moderate,,Mature-5G,0.17,Hub,Marseille,90065.38,40971.21,20900.91,2022-08-10
84.41,20.38,70.86,86.79,Good,,Mature-5G,0.15,Good,Marseille,89684.61,19979.61,17656.01,2022-08-11
84.31,19.97,70.86,86.72,Good,,Mature-5G,-0.66,Poor,Marseille,81195.47,20014.18,20926.89,2022-08-12
84.21,19.57,70.86,86.66,Good,,Mature-5G,-0.67,Good,Marseille,107977.2,28647.55,25091.84,2022-08-13
84.11,19.19,70.86,86.595,Good,,Mature-5G,0.65,Hub,Marseille,88263.97,50996.94,24116.96,2022-08-14
84.01,18.83,70.87,86.53,Good,,Mature-5G,1.13,Limited,Marseille,68550.74,33778.86,20022.17,2022-08-15
83.92,18.5,70.87,86.47,Good,,Mature-5G,0.03,Hub,Marseille,65054.28,40174.12,16755.4,2022-08-16
83.82,18.18,70.87,86.41,Good,,Mature-5G,-0.02,Good,Marseille,88309.61,39089.75,19903.47,2022-08-17
83.73,17.89,70.87,86.35,Good,,Mature-5G,-0.53,Good,Marseille,82216.86,38777.64,22801.49,2022-08-18
83.64,17.63,70.87,86.29,Good,,Mature-5G,-0.29,Poor,Marseille,82392.23,38036.1,21835.09,2022-08-19
83.55,17.39,70.88,86.24,Good,,Mature-5G,0.31,Hub,Marseille,108304.44,46512.7,20614.61,2022-08-20
83.46,17.19,70.88,86.18,Good,,Mature-5G,1.75,Limited,Marseille,96893.67,44645.15,22010.5,2022-08-21
83.37,17.01,70.88,86.13,Good,,Mature-5G,1.12,Hub,Marseille,81307.68,36881.66,14326.33,2022-08-22
83.29,16.87,70.88,86.07,Moderate,,Mature-5G,0.14,Good,Marseille,72910.29,35516.63,18050.77,2022-08-23
83.21,16.75,70.89,86.02,Good,,Mature-5G,0.45,Hub,Marseille,89239.79,40179.53,20114.32,2022-08-24
83.13,16.67,70.89,85.97,Good,,Mature-5G,0.65,Hub,Marseille,98414.72,40109.85,19393.24,2022-08-25
83.05,16.62,70.89,85.92,Good,,Mature-5G,0.47,Good,Marseille,92336.65,39992.56,20489.12,2022-08-26
82.97,16.61,70.89,85.87,Good,,Mature-5G,0.14,Limited,Marseille,81750.48,45159.93,22195.35,2022-08-27
82.9,16.62,70.89,85.82,Good,,Mature-5G,-0.53,Hub,Marseille,88552.92,39815.21,23125.56,2022-08-28
82.82,16.67,70.9,85.77,Good,,Mature-5G,0.29,Hub,Marseille,95355.36,35717.52,14569.9,2022-08-29
82.75,16.75,70.9,85.73,Good,,Mature-5G,-0.77,Hub,Marseille,69979.57,29140.89,16768.96,2022-08-30
82.68,16.87,70.9,85.68,Good,,Mature-5G,0.1,Hub,Marseille,76181.86,40699.33,17468.14,2022-08-31
82.61,17.01,70.9,85.64,Good,,Mature-5G,-0.12,Hub,Marseille,87097.05,42388.01,20670.74,2022-09-01
82.55,17.19,70.91,85.6,Good,,Mature-5G,-0.34,Good,Marseille,96430.675,48748.27,23650.02,2022-09-02
82.48,17.39,70.91,85.56,Moderate,,Mature-5G,0.6,Limited,Marseille,105764.3,50593.19,23407.7,2022-09-03
82.42,17.63,70.91,85.52,Good,,Mature-5G,0.54,Limited,Marseille,108234.17,50157.22,28470.98,2022-09-04
82.36,17.89,70.91,85.48,Good,,Mature-5G,-0.3,Poor,Marseille,85252.43,34903.25,17780.26,2022-09-05
82.31,18.18,70.91,85.45,Good,,Mature-5G,-0.91,Hub,Marseille,94956.27,44305.34,20785.99,2022-09-06
82.25,18.5,70.92,85.41,Good,,Mature-5G,0.83,Good,Marseille,82871.17,38048.59,21146.66,2022-09-07
82.2,18.83,70.92,85.38,Moderate,,Mature-5G,-0.37,Poor,Marseille,88667.16,43434.68,17807.22,2022-09-08
82.15,19.19,70.92,85.35,Moderate,,Mature-5G,0.16,Hub,Marseille,94595.22,48771.88,19792.0,2022-09-09
82.1,19.57,70.92,85.32,Moderate,,Mature-5G,0.0,Good,Marseille,107847.99,48679.42,27902.86,2022-09-10
82.05,19.97,70.93,85.29,Good,,Mature-5G,1.63,Poor,Marseille,99510.06,53166.63,24209.02,2022-09-11
82.01,20.39,70.93,85.26,Moderate,,Mature-5G,0.48,Hub,Marseille,95520.86,31012.42,19922.71,2022-09-12
81.96,20.81,70.93,85.23,Moderate,Major Launch,Mature-5G,0.78,Poor,Marseille,98081.51,45631.21,19857.98,2022-09-13
81.92,21.25,70.93,85.21,Good,,Mature-5G,-0.0,Hub,Marseille,65748.85,37955.36,23587.07,2022-09-14
81.88499999999999,21.71,70.93,85.18,Good,,Mature-5G,-1.07,Good,Marseille,96818.01,42938.01,19947.02,2022-09-15
81.85,22.17,70.94,85.16,Good,,Mature-5G,0.86,Hub,Marseille,100560.34,42978.25,20928.93,2022-09-16
81.82,22.63,70.94,85.14,Good,,Mature-5G,0.23,Good,Marseille,89759.56,44438.73,26613.89,2022-09-17
81.79,23.1,70.94,85.12,Good,,Mature-5G,-0.07,Good,Marseille,78958.78,48168.69,23645.99,2022-09-18
81.76,23.57,70.94,85.1,Good,,Mature-5G,0.06,Limited,Marseille,68158.0,35348.5,21491.97,2022-09-19
81.73,24.04,70.94,85.09,Good,,Mature-5G,-0.11,Poor,Marseille,88584.89,44201.23,16637.56,2022-09-20
81.71,24.5,70.95,85.07,Good,,Mature-5G,0.37,Limited,Marseille,99614.26,37812.28,21426.29,2022-09-21
81.69,24.96,70.95,85.06,Good,,Mature-5G,0.01,Hub,Marseille,106356.61,39702.945,20672.48,2022-09-22
81.67,25.41,70.95,85.04,Good,,Mature-5G,0.21,Poor,Marseille,80694.7,41593.61,19918.670000000002,2022-09-23
81.65,25.845,70.95,85.03,Moderate,,Mature-5G,0.06,Poor,Marseille,46294.39,34665.26,19164.86,2022-09-24
81.63,26.28,70.96,85.02,Good,,Mature-5G,0.26,Hub,Marseille,47305.725,40019.68,18411.05,2022-09-25
81.62,26.7,70.96,85.02,Good,,Mature-5G,-0.01,Poor,Marseille,48317.06,35865.65,17657.24,2022-09-26
81.61,27.09,70.96,85.01,Moderate,,Mature-5G,-0.3,Hub,Marseille,41959.87,31977.93,16903.43,2022-09-27
81.6,27.47,70.96,85.01,Good,,Mature-5G,-0.01,Good,Marseille,76212.43,47391.94,18015.94,2022-09-28
81.6,27.83,70.96,85.0,Moderate,,Mature-5G,-0.51,Limited,Marseille,85713.18,36469.89,16926.16,2022-09-29
81.6,28.17,70.97,85.0,Good,,Mature-5G,0.11,Hub,Marseille,98053.54,37621.13,21506.73,2022-09-30
81.6,28.49,70.97,85.0,Moderate,,Mature-5G,-0.27,Hub,Marseille,100875.95,44849.96,25396.55,2022-10-01
81.6,28.77,70.97,85.0,Good,,Mature-5G,0.8,Limited,Marseille,98253.24,51898.85,23672.28,2022-10-02
81.6,29.04,70.97,85.0,Good,,Mature-5G,-0.2,Hub,Marseille,86457.13,35134.45,18156.11,2022-10-03
81.61,29.27,70.98,85.01,Good,,Mature-5G,0.31,Hub,Marseille,87870.42,35541.33,15367.41,2022-10-04
81.62,29.48,70.98,85.01,Good,,Mature-5G,-0.14,Limited,Marseille,83799.89,38000.53,17621.63,2022-10-05
81.63,29.65,70.98,85.02,Moderate,,Mature-5G,-0.14,Hub,Marseille,70615.01,39240.84,20911.13,2022-10-06
